BHK,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent
1,450,2,5,1,0,1,1,45000
1,500,1,5,2,1,1,0,22000
3,1100,2,5,1,0,3,1,65000
3,868,2,5,2,2,3,1,55000
2,750,2,5,1,1,2,1,55000
1,540,1,5,2,1,2,0,36000
4,2100,2,5,0,2,5,1,230000
1,450,2,5,1,2,2,1,22000
3,1600,2,5,1,2,4,1,170000
1,560,1,5,1,0,2,0,34000
1,500,2,5,2,0,1,1,45000
1,305,2,5,2,1,1,1,14000
3,970,2,5,0,1,2,0,75000
1,480,2,5,2,1,1,0,7000
2,720,2,5,1,1,2,1,55000
2,950,2,5,1,2,2,1,55000
4,3200,2,5,0,1,4,1,700000
3,1450,2,5,0,2,3,1,140000
2,774,2,5,1,2,2,1,42000
1,450,1,5,2,2,1,1,27000
3,1000,2,5,1,0,3,1,60000
1,340,1,5,1,1,1,0,17000
1,430,2,5,1,1,2,1,30000
2,722,2,5,2,1,2,1,45000
3,1152,2,5,0,1,2,1,90000
1,641,1,5,2,1,1,0,25000
2,810,2,5,0,1,2,1,70000
2,800,2,5,0,2,2,1,90000
2,875,2,5,2,1,2,1,110000
2,700,1,5,2,2,2,0,20000
1,420,1,5,1,1,1,0,35000
3,1400,2,5,0,1,3,0,80000
2,758,2,5,1,1,2,1,54500
4,2880,2,5,2,0,5,1,350000
1,480,2,5,0,1,2,1,45000
1,550,2,5,2,0,2,1,38000
2,900,2,5,1,0,2,1,90000
1,400,1,5,2,1,1,0,22000
2,760,2,5,1,1,2,1,70000
4,2800,2,5,2,0,5,1,380000
1,400,2,5,1,1,1,1,50000
4,1962,2,5,1,1,5,1,680000
3,1100,2,5,1,1,3,1,140000
2,800,1,5,1,1,2,0,40000
2,590,2,5,2,2,2,1,32000
2,600,2,5,1,1,2,1,78000
4,2500,2,5,1,1,6,1,280000
2,670,2,5,2,1,2,1,45000
2,960,2,5,1,1,2,1,65000
2,1500,1,5,1,1,3,0,65000
1,500,1,5,1,1,1,0,35000
3,1120,2,5,0,2,2,1,90000
4,2729,2,5,1,0,5,1,250000
3,3354,2,0,0,1,3,1,70000
2,800,1,0,1,1,2,0,10500
2,1000,1,0,1,1,2,0,13000
2,1040,1,0,0,1,2,0,17000
3,1403,1,0,1,1,3,0,21000
2,600,1,0,0,1,1,0,10000
4,2608,2,0,1,0,3,1,61500
2,850,2,0,1,2,2,1,13000
1,400,1,0,2,1,1,0,7500
2,1000,1,0,1,1,2,0,17000
3,1350,2,0,1,0,3,0,25000
2,800,2,0,1,1,2,0,10500
1,350,1,0,1,1,1,0,8000
1,900,1,0,1,1,1,0,9500
3,2000,2,0,1,1,3,1,50000
2,700,1,0,1,1,2,0,13000
1,600,1,0,1,1,1,0,13500
2,700,2,0,1,1,1,0,13000
1,600,1,0,1,0,1,1,15000
2,1400,1,0,0,1,3,0,15000
1,600,1,0,2,1,1,0,7000
2,770,1,0,0,1,2,0,25000
2,900,2,0,1,2,2,0,17000
1,500,1,0,0,1,1,0,7500
2,1100,1,0,2,1,2,0,15000
1,500,1,0,1,1,1,0,7500
3,1260,1,0,0,1,3,0,25000
3,1750,2,0,1,1,3,1,54000
1,600,2,0,1,0,1,1,14500
1,450,1,0,1,1,1,0,4500
2,800,1,0,1,1,1,0,10500
1,400,1,0,2,1,1,0,5500
2,600,2,0,2,0,2,0,16000
1,400,1,0,2,1,1,0,7000
2,900,1,0,0,1,2,0,12500
2,1200,1,0,1,1,1,0,10000
2,1045,2,0,1,0,2,0,18000
3,1021,2,0,0,0,3,0,28000
3,1200,1,0,2,1,2,0,12000
2,1000,2,0,2,1,1,0,13000
2,1280,2,0,0,1,2,1,50000
1,450,2,0,1,1,1,0,7000
2,450,1,0,2,1,2,0,30000
1,600,1,0,1,1,2,0,10000
2,800,1,0,1,1,2,0,15000
1,500,1,0,2,1,1,0,7500
3,1680,1,0,1,1,3,1,45000
3,2000,2,0,1,0,3,1,65000
1,500,2,0,1,0,1,1,12000
1,500,2,0,1,0,1,0,7000
1,800,1,0,2,1,1,0,9000
2,1100,1,0,1,2,2,0,23000
2,1200,1,0,1,1,2,0,30000
1,500,2,0,2,1,1,0,8000
2,1155,1,0,1,2,2,0,16000
1,440,1,0,1,1,1,0,7500
2,1040,2,0,1,1,2,1,20000
4,2900,2,0,0,0,4,1,110000
3,1200,1,0,1,1,2,0,30000
3,1600,1,0,1,2,3,1,20000
4,3150,2,0,2,0,4,0,84000
2,1000,1,0,1,1,2,0,17000
2,1200,1,0,1,1,2,0,15000
1,400,1,0,1,1,1,0,6000
2,950,2,0,0,1,3,0,16000
2,530,2,0,1,1,1,0,9500
1,300,2,0,2,1,1,0,8000
2,1000,1,0,1,1,2,0,15000
1,450,1,0,2,1,1,0,12000
1,600,2,0,1,0,1,0,10000
2,1100,1,0,2,1,2,0,16000
1,400,1,0,2,1,1,0,11000
2,700,1,0,2,1,2,0,11000
2,1105,1,0,1,1,2,0,20000
3,1430,1,0,1,1,2,0,24000
2,850,1,0,1,1,2,0,14500
1,650,1,0,2,1,1,0,4000
2,1200,1,0,2,1,2,0,12000
2,600,1,0,2,1,2,0,8500
1,400,2,0,1,1,1,0,9000
4,2800,2,0,0,2,4,1,180000
2,1100,1,0,1,1,2,0,10500
2,900,1,0,2,0,2,0,12000
3,1300,1,0,1,1,2,0,32000
2,1000,1,0,1,1,3,0,15000
3,1000,2,0,0,1,3,0,21000
2,900,2,0,2,1,2,1,12000
1,800,2,0,2,1,1,1,7000
2,750,1,0,2,1,2,0,15000
2,1100,2,0,2,0,2,0,11400
2,1200,1,0,1,1,2,0,15000
2,1000,2,0,1,1,2,1,19000
2,1000,2,0,1,0,2,1,27000
3,2000,2,0,1,1,3,1,48000
1,550,1,0,1,1,1,0,7000
2,1130,1,0,2,2,2,0,15000
2,600,1,0,1,1,2,0,10000
1,100,2,0,1,1,1,0,7000
2,500,1,0,1,1,1,0,9000
1,600,1,0,2,1,1,0,8000
2,1200,2,0,1,0,2,1,35000
2,850,1,0,1,1,2,0,16000
1,600,1,0,2,1,1,0,4500
2,600,1,0,2,1,1,0,16000
2,700,1,0,1,1,1,0,10000
1,400,2,0,2,1,1,0,8000
1,400,1,0,1,1,1,0,6000
2,1000,2,0,2,1,2,0,13000
2,1200,1,0,1,1,2,0,10000
3,1603,2,0,1,1,3,1,55000
3,1200,1,0,1,2,3,0,15000
1,420,2,0,1,1,1,1,12000
2,1200,1,0,1,1,2,0,9000
3,1771,1,0,1,1,3,1,36000
3,1200,1,0,1,1,3,0,37000
2,700,1,0,2,1,1,0,6000
1,610,1,0,1,1,1,0,17000
1,800,1,0,2,1,1,0,8000
1,550,1,0,1,1,1,0,7500
2,750,1,0,1,1,1,0,9500
2,700,2,0,1,0,2,0,13500
1,600,2,0,1,1,1,0,9000
1,360,1,0,2,1,1,0,7000
2,800,1,0,2,1,2,0,12000
4,3700,2,0,1,1,5,1,100000
2,1200,1,0,2,1,2,0,12000
1,480,1,0,0,1,1,0,8500
2,1000,1,0,1,1,2,0,18000
1,800,1,0,1,2,1,0,11000
3,900,1,0,0,1,2,0,18000
3,1450,1,0,1,1,3,0,17000
1,400,1,0,2,1,1,0,6500
2,700,1,0,1,1,2,0,11500
2,1000,2,0,1,1,2,1,22000
1,450,2,0,0,1,1,0,13000
3,773,2,0,1,0,2,1,20000
2,1200,1,0,1,1,2,0,10000
2,1000,1,0,2,1,2,0,15000
1,150,1,0,2,1,1,0,8000
2,865,1,0,1,1,2,0,12000
1,600,1,0,1,1,1,0,20000
2,800,1,0,1,1,1,0,20000
1,200,1,0,1,1,1,0,8000
1,600,2,0,2,0,2,0,11000
3,1840,2,0,1,1,2,1,40000
2,800,1,0,1,1,2,0,10000
3,1600,2,0,1,2,2,1,30000
2,600,1,0,2,1,1,0,8000
2,1100,2,0,2,0,2,0,15000
2,950,1,0,1,1,2,0,12000
2,905,1,0,1,2,2,0,12000
3,1200,2,0,1,0,2,0,20000
3,1000,1,0,1,1,1,0,13000
2,1080,1,0,0,1,2,0,17500
1,600,1,0,1,1,1,0,8000
2,1000,1,0,1,1,2,0,8500
1,600,1,0,1,1,1,0,7500
2,1100,1,0,1,1,2,0,22000
1,300,1,0,2,1,1,0,6000
2,1200,2,0,0,1,1,1,32900
2,800,1,0,0,1,1,0,15000
2,535,1,0,2,1,1,0,10000
2,800,1,0,2,1,2,0,10000
3,1159,1,0,2,1,2,0,21000
4,2650,2,0,2,0,5,1,63000
1,50,2,0,1,0,1,0,6900
2,700,1,0,2,1,1,0,14000
1,550,1,0,1,0,1,1,14500
1,700,1,0,1,1,1,0,6500
2,600,1,0,2,1,2,0,13000
2,600,1,0,1,1,1,0,8000
2,1000,1,0,1,1,1,0,18000
2,1100,1,0,1,1,3,0,20000
1,750,2,0,1,1,1,0,14000
4,2900,1,0,0,1,4,0,50000
2,990,1,0,2,1,2,0,14500
2,1300,1,0,0,1,2,0,15000
1,550,2,0,1,1,1,0,11500
3,1360,1,0,1,1,2,0,15000
2,600,2,0,1,0,2,0,12000
2,1200,2,0,1,1,2,0,18000
2,1050,1,0,1,1,2,0,15000
2,840,1,0,1,1,2,0,12000
2,1050,1,0,1,1,2,0,25000
3,3250,2,0,0,1,4,1,150000
1,500,1,0,2,1,1,0,10000
2,900,1,0,1,1,1,0,8000
2,1300,2,0,1,1,2,1,40000
2,600,1,0,2,1,1,0,12000
2,900,2,0,1,1,1,1,16000
2,1100,2,0,1,1,2,1,23000
2,1100,2,0,1,1,2,1,25000
1,600,1,0,2,1,1,0,7000
2,1250,2,0,2,0,2,0,17500
1,415,2,0,1,1,1,1,10000
3,1200,1,0,0,1,3,0,39000
3,1200,2,0,2,0,2,0,22000
2,1000,1,0,1,2,2,0,18000
2,1300,1,0,0,1,2,0,23000
2,1150,2,0,2,1,2,0,20000
1,450,2,0,1,1,1,0,10000
1,600,2,0,1,1,1,1,15000
2,1000,1,0,1,1,2,0,17000
3,1900,2,0,2,0,3,1,56000
3,1700,2,0,1,1,3,1,43000
2,1100,2,0,1,1,2,0,25000
1,500,2,0,1,1,1,0,9000
3,1757,1,0,1,1,3,0,31000
1,300,1,0,1,1,1,0,6000
1,500,1,0,1,1,1,0,5000
2,1200,1,0,2,0,2,0,16000
1,800,2,0,1,2,1,1,20000
3,1281,1,0,1,1,3,0,28000
2,1450,2,0,1,1,2,0,18000
1,600,1,0,1,0,1,1,12000
2,980,1,0,0,2,2,0,20000
3,1500,1,0,1,0,3,1,25000
3,1800,1,0,1,1,3,1,35000
1,400,1,0,2,1,1,0,7000
1,600,2,0,2,0,1,0,7500
2,1100,2,0,1,1,2,0,14000
2,1100,2,0,1,0,2,0,20000
4,3500,2,0,1,0,5,1,380000
2,1100,2,0,2,1,2,0,21000
2,700,1,0,1,1,2,0,15000
1,600,2,0,2,0,1,0,5500
2,700,1,0,2,1,2,0,10000
1,250,1,0,1,1,1,0,7000
2,1200,1,0,1,1,1,0,11500
3,1450,1,0,1,1,3,0,22000
2,1221,2,0,2,0,2,0,19000
2,1250,1,0,1,1,2,0,15000
2,700,2,0,1,2,1,0,10500
2,700,2,0,1,1,2,0,12000
1,200,1,0,1,1,1,0,7000
2,1200,2,0,1,1,2,0,15000
2,600,1,0,1,1,2,0,23000
1,600,1,0,1,1,1,0,6500
3,1800,2,0,1,1,3,0,29000
2,900,2,0,2,1,2,0,12000
2,1000,1,0,1,0,2,0,10000
2,500,2,0,1,1,2,0,12500
3,1800,1,0,1,1,3,0,32000
1,416,1,0,2,1,1,0,8000
2,600,1,0,1,1,1,0,10500
1,400,1,0,2,1,1,0,6000
3,1200,1,0,1,1,2,0,16000
3,1600,2,0,1,1,3,1,45000
1,500,1,0,1,1,1,0,6000
1,500,1,0,1,2,1,0,5000
3,1800,1,0,1,1,3,0,14000
2,900,2,0,0,1,2,0,20000
1,550,2,0,1,1,1,1,11000
1,600,1,0,2,0,1,0,5500
3,1800,2,0,2,0,3,1,55000
2,976,1,0,1,1,1,0,15000
1,350,1,0,1,1,1,0,8500
2,1100,2,0,1,1,2,0,15000
2,500,1,0,2,1,1,0,12000
1,600,2,0,1,0,1,0,7500
2,1100,1,0,1,1,2,0,16000
2,1150,2,0,0,2,2,1,20000
2,850,1,0,1,1,2,1,14500
1,600,1,0,1,1,1,0,6000
2,900,2,0,1,0,2,1,14000
1,300,1,0,1,1,1,0,7000
2,1130,1,0,1,1,2,0,27500
2,1200,1,0,2,1,2,0,18000
2,1000,1,0,1,1,2,0,10000
3,1700,1,0,0,2,3,0,31000
2,1100,2,0,1,1,2,1,15000
1,300,1,0,1,1,1,0,11000
1,600,1,0,2,1,1,0,4500
1,1000,1,0,1,1,2,0,10000
2,1200,1,0,2,1,2,0,10000
1,500,1,0,1,1,1,0,9000
2,1050,1,0,1,1,2,0,16000
1,350,2,0,2,1,1,0,5000
2,1000,1,0,1,1,2,0,10000
1,600,2,0,1,1,1,1,15000
1,150,1,0,2,1,1,0,3500
2,1400,1,0,0,1,2,0,16000
2,1387,1,0,1,1,3,0,17000
3,1350,1,0,0,1,2,0,30000
2,1020,2,0,2,1,2,0,12000
1,600,2,0,1,1,1,0,9000
1,400,1,0,1,1,1,0,6000
1,550,2,0,1,0,1,1,20000
3,1400,2,0,0,1,2,0,30000
2,1050,2,0,1,1,2,1,20000
2,800,1,0,2,1,2,0,15000
2,1100,1,0,2,1,2,0,20000
3,1500,1,0,1,1,2,0,25000
1,800,2,0,1,1,1,0,9000
2,800,2,0,1,0,1,0,17000
2,1200,1,0,1,1,2,0,16500
1,450,1,0,2,1,1,0,7000
3,1425,1,0,1,1,2,0,30000
2,720,1,0,1,1,2,0,8500
1,700,2,0,1,1,1,0,8000
2,1100,1,0,1,1,2,0,20000
3,1645,2,0,1,1,3,1,30000
3,3276,1,0,1,1,3,1,120000
1,500,1,0,2,1,1,0,7000
2,600,1,0,0,1,2,0,10000
1,600,1,0,1,1,1,0,5000
3,1893,1,0,1,0,4,1,30000
1,450,1,0,2,0,1,0,6500
1,650,2,0,1,0,1,1,10000
1,400,2,0,2,0,1,1,18000
2,1296,2,0,1,1,2,1,30000
2,1000,2,0,1,0,2,1,20000
1,600,2,0,2,0,1,1,16500
1,600,1,0,0,1,1,0,15000
4,4800,2,0,1,1,4,1,130000
2,1000,1,0,1,1,1,0,15000
1,800,2,0,2,0,1,0,70000
1,455,2,0,1,1,1,1,22000
2,575,2,0,1,0,2,0,9750
2,1066,1,0,2,1,2,0,23000
2,850,1,0,1,1,1,0,12000
3,1550,2,0,1,1,3,1,60000
2,1000,1,0,1,1,2,0,11000
2,800,1,0,1,1,1,0,12000
1,450,2,0,1,1,1,1,11000
2,1350,2,0,1,1,2,0,19000
2,1350,1,0,1,1,2,0,10000
1,600,1,0,1,1,1,0,7500
3,2150,1,0,1,0,3,1,55000
2,1080,1,0,1,1,2,0,11000
3,1450,1,0,1,1,3,1,50000
2,700,1,0,2,1,2,0,13500
2,1200,1,0,1,1,2,0,16500
3,2110,2,0,2,0,3,1,120000
1,500,1,0,1,1,1,0,7000
2,850,1,0,1,1,1,0,10000
1,400,1,0,2,1,1,0,7000
1,800,1,0,0,1,1,0,18000
1,600,1,0,1,2,1,0,11000
1,450,1,0,2,1,1,0,9000
3,2080,2,0,1,2,3,0,60000
3,2500,2,0,1,0,3,1,3500000
2,650,1,0,1,1,1,0,12500
2,1100,1,0,1,1,2,0,16000
2,1025,2,0,1,1,2,1,30000
2,1100,2,0,1,0,2,1,17000
1,350,1,0,2,1,1,0,8000
2,1050,1,0,0,1,2,0,16500
2,600,1,0,1,1,1,0,13000
2,800,1,0,1,2,2,0,12000
2,700,1,0,1,1,2,0,17000
3,750,1,0,1,1,2,0,15000
3,1600,1,0,1,1,3,0,35000
2,1180,2,0,1,2,2,0,13000
2,1400,1,0,1,1,2,0,12000
1,750,1,0,1,1,1,0,10000
2,580,2,0,1,0,1,0,9000
1,350,1,0,2,1,1,0,6000
2,1100,1,0,1,1,2,0,8900
3,1900,2,0,2,0,3,1,40000
2,1105,2,0,0,1,2,1,24000
2,1080,2,0,0,1,2,0,18500
2,1281,1,0,1,1,2,0,16000
1,600,1,0,1,1,1,0,8000
2,850,1,0,1,1,2,0,15000
2,1200,1,0,1,1,2,0,27000
2,900,1,0,0,1,2,0,17000
3,1250,2,0,1,1,3,1,50000
2,800,2,0,2,0,2,0,14000
1,500,1,0,2,1,1,0,5000
2,600,1,0,1,1,2,0,8000
3,904,1,0,0,1,2,0,20000
2,750,1,0,1,1,2,0,15000
3,1252,2,0,1,1,2,0,20000
2,1200,1,0,1,1,2,0,11000
2,440,1,0,0,1,2,0,8500
3,1600,2,0,1,1,3,1,22500
2,1200,1,0,0,1,2,0,15000
2,950,2,0,1,1,2,0,11000
2,800,1,0,2,1,2,0,11000
2,1000,2,0,1,1,1,0,9000
3,2770,1,0,1,1,3,1,120000
2,800,1,0,1,1,1,0,15000
1,400,1,0,1,1,1,0,7000
1,144,1,0,1,1,1,0,5000
1,600,1,0,0,1,1,0,18000
3,2200,2,0,1,0,3,1,45000
2,1005,2,0,1,1,3,1,21000
2,1200,1,0,1,1,2,0,10000
2,1180,1,0,1,2,2,0,15000
2,900,1,0,1,1,2,0,11000
1,500,2,0,1,1,1,0,7500
3,1100,2,0,1,2,2,0,22000
2,1100,1,0,1,1,2,0,17000
1,400,1,0,1,1,1,0,6000
2,1250,1,0,1,2,2,0,20000
2,600,1,0,2,1,2,0,18000
2,780,2,0,1,1,1,1,13000
2,1274,2,0,1,1,2,1,38000
2,1200,2,0,0,1,2,1,36000
1,400,1,0,2,1,1,0,7500
1,500,1,0,2,1,1,0,9000
3,1100,2,0,1,0,3,0,18000
1,700,1,0,2,0,1,0,6500
2,600,1,0,1,1,1,0,6000
2,1200,2,0,1,1,2,0,18000
2,900,1,0,1,1,2,0,12000
3,1850,2,0,1,0,3,1,75000
2,900,1,0,2,2,2,0,25000
2,1050,1,0,1,1,2,0,20000
2,1200,1,0,1,1,2,0,8000
2,600,1,0,2,1,2,0,11000
3,1480,2,0,0,2,2,1,65000
1,400,1,0,1,1,1,0,6000
4,4500,2,0,2,0,4,1,160000
1,600,1,0,1,1,1,0,11000
2,1100,1,0,2,1,2,0,20000
1,600,1,0,2,1,1,0,5500
3,1100,1,0,1,1,3,0,12000
3,1320,1,0,1,1,2,0,21500
2,500,1,0,2,1,1,0,9300
1,600,1,0,2,1,1,0,6000
2,650,1,0,2,1,1,0,13000
1,300,2,0,2,1,1,0,7000
2,1000,1,0,2,1,2,0,14000
2,1200,1,0,1,1,2,0,14000
1,650,1,0,1,1,1,0,6000
1,600,1,0,2,1,1,0,12500
1,400,2,0,1,0,1,0,7000
2,1000,1,0,0,1,2,0,13000
2,1100,2,0,1,1,2,0,20000
2,1300,1,0,2,0,2,0,24000
1,600,1,0,2,1,1,0,6000
2,800,1,0,1,1,2,0,15000
2,1115,1,0,0,1,2,0,20000
2,1060,2,0,2,0,2,0,17000
3,1278,1,0,1,1,2,0,35000
3,1500,1,0,1,1,3,0,22000
2,1000,2,0,1,0,2,1,18000
4,4105,2,0,1,1,4,1,120000
2,800,1,0,1,1,2,0,10000
2,500,1,0,1,1,1,0,8000
2,700,1,0,1,1,1,0,9500
2,1055,2,0,1,0,2,1,9000
3,1325,2,0,1,1,2,0,31000
2,950,1,0,2,1,2,0,14000
1,450,2,0,1,1,1,0,7000
3,1200,1,0,1,1,2,0,24000
1,400,2,0,1,1,1,0,8000
1,400,1,0,1,1,1,0,22000
2,600,1,0,1,1,2,0,12000
1,500,1,0,2,1,1,0,5000
1,400,1,0,2,1,1,0,6000
2,1100,1,0,0,1,2,0,30000
2,650,1,0,1,1,2,0,12000
2,600,1,0,1,1,2,0,15000
2,800,1,0,0,1,2,0,14000
1,460,2,0,1,1,1,1,22000
2,1380,2,0,1,1,2,1,40000
1,500,1,0,1,1,1,0,12000
2,825,1,0,2,1,2,0,15000
2,700,1,0,1,1,2,0,9500
2,1110,2,0,2,0,2,0,15000
2,800,1,0,1,1,2,0,15000
2,810,1,0,1,1,1,0,10000
4,1150,1,0,1,1,3,0,15000
1,700,1,0,1,1,1,0,7000
1,300,1,0,2,1,1,0,10000
3,1400,1,0,1,1,3,0,26969
1,450,2,0,2,0,1,0,8000
3,1603,2,0,1,1,3,1,52000
3,1500,1,0,1,1,2,0,30000
1,200,1,0,1,0,1,0,6500
3,1500,1,0,0,1,3,0,22000
1,600,1,0,1,1,1,0,10000
1,150,1,0,0,1,1,0,6000
2,750,1,0,1,1,2,0,13000
2,1300,1,0,1,1,2,0,18000
4,1900,1,0,2,1,3,0,30000
2,300,2,0,1,1,2,0,10000
1,700,1,0,1,1,2,0,15000
2,1325,2,0,1,2,2,1,70000
2,894,2,0,2,0,2,0,19000
2,1100,1,0,1,1,2,0,20000
2,600,1,0,2,1,2,0,9000
1,500,1,0,0,1,1,0,5000
2,1000,2,0,0,1,2,0,27500
2,850,1,0,1,1,2,0,16000
1,400,2,0,1,1,1,0,12000
3,2400,2,0,1,1,4,1,75000
2,1200,1,0,1,1,2,0,20000
1,500,1,0,2,1,1,0,7000
1,550,1,0,1,1,1,0,11000
1,450,2,0,1,0,1,0,13500
1,430,1,0,1,1,1,0,17000
3,2430,1,0,1,1,3,0,55000
1,500,1,0,0,1,2,0,13000
2,600,1,0,1,1,1,0,11000
2,805,2,0,0,1,2,0,16000
2,950,1,0,1,1,2,0,23500
2,1000,2,0,2,0,2,1,8500
3,1350,1,0,0,1,3,0,30000
3,1500,2,0,0,1,2,0,22000
2,1000,2,0,2,0,2,0,15000
3,800,1,0,1,1,3,0,15000
2,1000,2,0,2,0,1,0,10000
2,800,1,0,0,1,2,0,12500
3,1550,2,0,1,0,3,0,24000
2,1000,1,0,2,1,2,0,32000
2,800,1,0,2,1,2,0,19000
1,700,1,0,0,1,1,0,9000
2,500,1,0,0,1,2,0,5500
1,500,2,0,1,1,1,0,15000
2,900,1,0,1,1,2,0,14000
3,1200,1,0,2,0,2,0,27000
2,1000,1,0,1,1,2,0,14000
3,1680,2,0,2,0,3,1,43000
2,1100,2,0,1,0,2,1,30000
2,1200,2,0,0,0,1,1,50000
1,900,2,0,1,1,2,0,15000
3,1600,2,0,1,0,3,1,25000
2,1475,2,0,0,1,2,1,25500
1,300,1,0,2,1,1,0,6000
1,400,1,0,2,1,1,0,5000
1,550,1,0,1,2,1,0,10000
1,400,1,0,2,1,1,0,15000
1,500,1,0,2,2,1,0,5000
3,1200,1,0,2,1,3,0,17000
2,1300,1,0,1,1,2,0,14000
3,2100,1,0,0,1,3,0,35000
2,800,2,0,1,1,1,0,35000
2,800,2,0,1,1,1,1,16000
4,4341,2,0,1,1,4,1,130000
2,1300,1,0,1,1,2,0,35000
1,400,2,0,1,1,1,0,10000
2,800,1,0,2,1,2,0,12000
2,1000,1,0,2,1,1,0,10500
1,400,1,0,1,1,1,0,8000
2,1100,2,0,1,0,2,1,15000
2,1200,2,0,1,1,2,1,25000
2,600,1,0,1,1,2,0,9000
2,1700,1,0,1,1,2,0,30000
2,846,2,0,1,1,2,0,22000
2,1100,1,0,2,1,2,0,14000
2,700,2,0,1,2,1,0,12000
2,110,2,0,2,1,2,0,10000
3,900,1,0,1,1,3,0,25000
1,420,2,0,1,0,1,1,25000
2,800,1,0,1,1,2,0,16000
3,1500,2,0,1,0,3,1,60000
1,900,1,0,1,1,1,0,7000
3,1600,1,0,1,1,3,0,21000
4,5700,2,0,1,1,4,1,250000
1,625,2,0,2,0,1,1,19000
4,1760,2,0,2,1,3,0,42500
2,600,1,0,0,0,1,0,11000
2,1200,1,0,1,1,2,0,18000
1,300,1,0,2,1,1,0,4300
2,900,1,0,0,2,1,0,9000
1,450,1,0,1,1,1,0,7000
2,1050,2,0,1,2,2,0,15000
1,580,1,0,1,1,1,0,4800
2,600,2,0,2,0,2,0,15000
1,550,2,0,1,1,1,1,18000
2,1115,1,0,1,1,2,0,22500
1,300,2,0,1,1,1,0,9500
2,1200,2,0,1,1,2,0,12000
1,900,2,0,1,0,1,1,9000
3,1400,1,0,1,1,3,1,25000
1,400,1,0,1,1,1,0,9000
2,900,1,0,1,1,1,0,11000
1,500,1,0,1,1,1,0,12500
3,1360,1,0,1,1,2,0,21000
3,1110,1,0,1,1,2,0,17681
3,2400,1,0,1,1,3,0,28000
3,1700,2,0,1,1,3,1,30000
2,980,1,0,0,1,2,0,25000
2,600,1,0,1,1,2,0,13000
2,200,2,0,0,1,2,0,8000
3,1300,2,0,1,1,2,1,35000
1,750,1,0,2,1,1,0,8000
2,850,1,0,2,1,2,0,10000
1,600,1,0,1,1,1,0,11500
4,3100,1,0,1,1,4,1,140000
2,660,1,0,2,0,1,0,6000
2,600,2,0,1,1,1,0,11000
1,250,1,0,2,1,1,0,4000
2,1200,1,0,2,1,2,0,14000
2,630,2,0,1,1,2,1,24000
2,840,1,0,1,1,1,0,11000
2,500,2,0,2,1,1,0,10000
3,1680,2,0,1,0,3,0,62000
2,775,2,0,1,1,1,1,12000
2,1000,1,0,1,1,2,0,18000
2,900,1,0,1,1,2,0,17500
1,500,1,0,1,1,1,0,6500
1,550,2,0,1,1,1,1,16000
3,1250,2,0,1,0,3,1,30000
2,850,2,0,1,1,2,1,28000
1,150,1,0,1,1,1,0,6500
1,445,2,0,1,1,1,1,9000
2,500,2,0,1,1,2,0,8500
2,750,2,0,1,1,2,0,20000
3,2000,2,0,1,1,2,0,26000
1,500,1,0,1,1,1,0,8000
1,730,1,0,1,1,1,0,8500
2,750,1,0,1,1,2,0,12500
1,600,1,0,1,1,1,0,8000
3,2710,1,0,1,0,3,1,52000
2,1190,2,0,1,0,2,0,18000
1,435,2,0,1,1,1,1,15000
2,750,1,0,2,1,2,0,12000
3,1800,2,0,1,1,3,1,100000
1,1200,2,0,0,0,1,0,6000
2,600,1,0,1,1,1,0,12000
1,450,1,0,2,1,1,0,6500
3,1100,1,0,2,2,3,0,13500
1,700,1,0,2,0,1,0,10000
2,650,2,0,0,2,2,0,8500
3,1768,1,0,1,2,3,1,32000
3,1600,2,0,1,2,3,1,42000
1,400,1,0,1,1,1,0,7500
2,1200,1,0,1,1,2,0,16000
1,500,1,0,1,1,1,0,5000
2,700,1,0,2,1,2,0,14000
4,2500,1,0,1,2,4,0,60000
1,500,1,0,1,1,1,0,8500
1,500,2,0,1,1,1,0,10000
1,500,1,0,1,0,1,0,8500
2,1280,2,0,2,1,2,0,15000
2,200,2,0,1,1,1,0,9500
2,750,2,0,2,1,2,1,25000
2,900,1,0,1,1,2,0,14000
3,1200,1,0,1,1,2,0,20000
1,800,1,0,2,1,1,0,10000
2,500,2,0,2,0,1,0,10000
2,1000,1,0,1,1,2,0,13000
2,850,2,0,1,2,2,0,13000
2,900,2,0,1,1,2,1,24000
1,600,1,0,1,1,1,0,10000
1,600,1,0,2,1,1,0,8000
1,600,1,0,2,1,1,0,6000
3,1250,1,0,1,1,2,0,21000
3,2000,1,0,1,1,3,0,25000
2,532,2,0,2,0,1,0,8500
2,1000,1,0,2,1,2,0,13000
1,150,1,0,2,1,1,0,5000
1,500,1,0,1,1,1,0,7500
1,600,2,0,1,1,1,1,13900
2,1100,2,0,0,0,2,0,15000
3,1500,2,0,1,1,3,1,30000
2,500,2,0,1,0,1,1,13000
1,600,2,0,1,1,1,0,7700
2,1200,1,0,2,1,1,0,25000
2,1100,1,0,1,1,2,0,17000
3,1550,2,0,1,1,3,1,39000
2,1050,2,0,1,1,2,0,18000
1,500,1,0,1,1,1,0,15000
2,1500,1,0,1,1,2,0,28000
2,1150,2,0,1,2,2,1,17500
4,2000,1,0,0,1,3,0,75000
2,110,2,0,1,1,1,0,14000
1,500,1,0,1,1,1,0,9000
3,1465,1,0,1,1,3,0,20000
